ISSN,PMID
0309-2402,36935523
0309-2402,36932054
0309-2402,36932046
0309-2402,36932042
0309-2402,36932038
0309-2402,36929372
0309-2402,36919007
0309-2402,36918983
0309-2402,36912706
0309-2402,36912456
0309-2402,36908101
0309-2402,36908057
0309-2402,36905135
0309-2402,36896878
0309-2402,36896862
0309-2402,36895080
0309-2402,36895076
0309-2402,36895070
0309-2402,36882981
0309-2402,36882975
0309-2402,36882970
0309-2402,36880524
0309-2402,36876739
0309-2402,36876732
0309-2402,36876727
0309-2402,36876725
0309-2402,36864632
0309-2402,36861792
0309-2402,36861791
0309-2402,36861787
0309-2402,36861778
0309-2402,36861773
0309-2402,36843299
0309-2402,36843245
0309-2402,36825628
0309-2402,36825468
0309-2402,36814372
0309-2402,36814363
0309-2402,36814328
0309-2402,36811300
0309-2402,36811245
0309-2402,36811244
0309-2402,36811201
0309-2402,36811169
0309-2402,36808639
0309-2402,36808623
0309-2402,36807924
0309-2402,36806088
0309-2402,36805610
0309-2402,36798024
0309-2402,36797810
0309-2402,36794730
0309-2402,36794672
0309-2402,36790038
0309-2402,36788643
0309-2402,36785928
0309-2402,36779456
0309-2402,36779443
0309-2402,36779442
0309-2402,36779435
0309-2402,36762706
0309-2402,36762678
0309-2402,36762675
0309-2402,36762670
0309-2402,36762669
0309-2402,36762659
0309-2402,36756952
0309-2402,36756941
0309-2402,36752192
0309-2402,36749551
0309-2402,36744677
0309-2402,36718849
0309-2402,36715228
0309-2402,36703289
0309-2402,36695405
0309-2402,36695346
0309-2402,36695342
0309-2402,36695338
0309-2402,36694435
0309-2402,36645175
0309-2402,36645162
0309-2402,36645111
0309-2402,36630188
0309-2402,36625094
0309-2402,36604988
0309-2402,36600480
0309-2402,36585959
0309-2402,36582068
0309-2402,36575974
0309-2402,36575904
0309-2402,36573582
0309-2402,36565239
0309-2402,36541501
0309-2402,36541283
0309-2402,36541273
0309-2402,36541272
0309-2402,36541263
0309-2402,36539219
0309-2402,36539218
0309-2402,36534455
0309-2402,36534441
0309-2402,36534434
0309-2402,36534429
0309-2402,36534409
0309-2402,36534395
0309-2402,36534267
0309-2402,36534117
0309-2402,36524334
0309-2402,36524324
0309-2402,36524303
0309-2402,36523232
0309-2402,36511439
0309-2402,36511432
0309-2402,36511427
0309-2402,36511426
0309-2402,36511394
0309-2402,36511361
0309-2402,36484162
0309-2402,36478602
0309-2402,36464784
0309-2402,36464778
0309-2402,36464770
0309-2402,36461641
0309-2402,36453458
0309-2402,36453452
0309-2402,36448559
0309-2402,36448339
0309-2402,36447384
0309-2402,36446754
0309-2402,36443915
0309-2402,36443887
0309-2402,36443810
0309-2402,36433659
0309-2402,36426720
0309-2402,36424726
0309-2402,36424724
0309-2402,36419258
0309-2402,36416380
0309-2402,36414419
0309-2402,36412270
0309-2402,36408930
0309-2402,36408904
0309-2402,36401572
0309-2402,36401571
0309-2402,36394252
0309-2402,36394212
0309-2402,36385432
0309-2402,36373837
0309-2402,36373818
0309-2402,36369660
0309-2402,36369658
0309-2402,36369655
0309-2402,36369652
0309-2402,36353777
0309-2402,36353758
0309-2402,36351882
0309-2402,36345144
0309-2402,36345050
0309-2402,36344480
0309-2402,36344467
0309-2402,36330583
0309-2402,36330555
0309-2402,36320151
0309-2402,36320150
0309-2402,36317455
0309-2402,36300725
0309-2402,36300724
0309-2402,36300715
0309-2402,36300709
0309-2402,36300616
0309-2402,36285565
0309-2402,36281216
0309-2402,36281072
0309-2402,36281066
0309-2402,36262076
0309-2402,36257927
0309-2402,36254580
0309-2402,36253941
0309-2402,36253939
0309-2402,36253937
0309-2402,36253924
0309-2402,36253923
0309-2402,36239214
0309-2402,36239211
0309-2402,36226874
0309-2402,36226808
0309-2402,36226779
0309-2402,36226747
0309-2402,36218198
0309-2402,36218173
0309-2402,36218159
0309-2402,36210581
0309-2402,36196459
0309-2402,36196458
0309-2402,36196050
0309-2402,36183154
0309-2402,36177523
0309-2402,36177495
0309-2402,36151700
0309-2402,36117332
0309-2402,36117329
0309-2402,36104982
0309-2402,36104977
0309-2402,36097637
0309-2402,36097434
0309-2402,36082905
0309-2402,36070196
0309-2402,36070096
0309-2402,36069994
0309-2402,36065516
0309-2402,36062898
0309-2402,36062891
0309-2402,36062872
0309-2402,36062865
0309-2402,36052660
0309-2402,36052639
0309-2402,36052608
0309-2402,36036199
0309-2402,36017542
0309-2402,36016485
0309-2402,35986589
0309-2402,35986588
0309-2402,35986584
0309-2402,35986582
0309-2402,35976705
0309-2402,35975332
0309-2402,35975318
0309-2402,35975315
0309-2402,35975289
0309-2402,35975282
0309-2402,35957589
0309-2402,35957536
0309-2402,35957535
0309-2402,35942568
0309-2402,35942543
0309-2402,35938943
0309-2402,35929650
0309-2402,35919020
0309-2402,35909097
0309-2402,35909096
0309-2402,35909094
0309-2402,35909093
0309-2402,35909090
0309-2402,35909088
0309-2402,35894242
0309-2402,35894221
0309-2402,35894116
0309-2402,35894101
0309-2402,35880760
0309-2402,35872612
0309-2402,35867344
0309-2402,35867342
0309-2402,35867338
0309-2402,35867336
0309-2402,35864378
0309-2402,35864083
0309-2402,35864082
0309-2402,35864079
0309-2402,35855569
0309-2402,35855533
0309-2402,35855530
0309-2402,35855499
0309-2402,35854677
0309-2402,35841335
0309-2402,35841334
0309-2402,35841330
0309-2402,35841328
0309-2402,35841327
0309-2402,35841325
0309-2402,35841320
0309-2402,35822295
0309-2402,35819187
0309-2402,35799466
0309-2402,35799461
0309-2402,35789502
0309-2402,35775138
0309-2402,35775114
0309-2402,35774012
0309-2402,35774006
0309-2402,35774003
0309-2402,35774002
0309-2402,35773950
0309-2402,35773949
0309-2402,35765762
0309-2402,35765250
0309-2402,35748063
0309-2402,35748056
0309-2402,35748052
0309-2402,35699245
0309-2402,35696317
0309-2402,35678620
0309-2402,35668553
0309-2402,35621362
0309-2402,35621344
0309-2402,35621342
0309-2402,35608050
0309-2402,35608045
0309-2402,35511714
0309-2402,35478413
0309-2402,35467759
0309-2402,35467757
0309-2402,35451523
0309-2402,35441733
0309-2402,35441731
0309-2402,35441728
0309-2402,35441709
0309-2402,35429043
0309-2402,35362185
0309-2402,35352387
0309-2402,35332579
0309-2402,35301745
0309-2402,35301739
0309-2402,35285985
0309-2402,35285982
0309-2402,35285980
0309-2402,35285976
0309-2402,35128718
0309-2402,35084788
0309-2402,34997632
0309-2402,34723406
1362-1017,37519017
1362-1017,37495564
1362-1017,37495262
1362-1017,37487593
1362-1017,37458160
1362-1017,37449855
1362-1017,37438106
1362-1017,37402590
1362-1017,37400076
1362-1017,37379005
1362-1017,37379004
1362-1017,37379003
1362-1017,37379002
1362-1017,37353898
1362-1017,37350085
1362-1017,37338149
1362-1017,37323065
1362-1017,37317066
1362-1017,37300332
1362-1017,37283277
1362-1017,37277948
1362-1017,37265028
1362-1017,37264262
1362-1017,37259632
1362-1017,37248953
1362-1017,37232328
1362-1017,37198703
1362-1017,37186353
1362-1017,37170731
1362-1017,37161792
1362-1017,37154290
1362-1017,37144426
1362-1017,37138379
1362-1017,37125669
1362-1017,37125530
1362-1017,37114863
1362-1017,37104491
1362-1017,37104489
1362-1017,37095606
1362-1017,37078518
1362-1017,37070292
1362-1017,37057826
1362-1017,37041106
1362-1017,37036244
1362-1017,37017370
1362-1017,37016834
1362-1017,37012638
1362-1017,37002832
1362-1017,36987592
1362-1017,36945768
1362-1017,36938931
1362-1017,36929678
1362-1017,36850056
1362-1017,36843490
1362-1017,36843489
1362-1017,36843488
1362-1017,36740588
1362-1017,36734214
1362-1017,36717119
1362-1017,36715235
1362-1017,36715234
1362-1017,36715233
1362-1017,36626896
1362-1017,36593739
1362-1017,36585813
1362-1017,36585799
1362-1017,36579384
1362-1017,36575807
1362-1017,36567483
1362-1017,36564888
1362-1017,36541355
1362-1017,36541012
1362-1017,36484456
1362-1017,36464804
1362-1017,36458458
1362-1017,36450697
1362-1017,36450695
1362-1017,36443064
1362-1017,36428235
1362-1017,36418164
1362-1017,36414015
1362-1017,36404271
1362-1017,36336353
1362-1017,36325990
1362-1017,36208010
1362-1017,36151585
1362-1017,36054698
1362-1017,35920678
1362-1017,35896444
1362-1017,35833675
1362-1017,35833305
1362-1017,35821613
1362-1017,35801367
1362-1017,35789147
1362-1017,35733409
1362-1017,35726841
1362-1017,35649531
1362-1017,35647738
1362-1017,35641018
1362-1017,35599352
1362-1017,35561020
1362-1017,35534433
1362-1017,35434930
1362-1017,35396917
1362-1017,35384173
1362-1017,35384172
1362-1017,35362171
1362-1017,35315181
1362-1017,35212087
1362-1017,35191161
1362-1017,35174952
1362-1017,35146848
1362-1017,35118750
1362-1017,35088491
1362-1017,35052018
1362-1017,35048476
1362-1017,35023244
1362-1017,35021259
1362-1017,34994034
1362-1017,34989068
1362-1017,34989060
1362-1017,34964216
1362-1017,34962022
1362-1017,34931413
1362-1017,34889484
1362-1017,34889010
1362-1017,34882918
1362-1017,34855285
1362-1017,34783137
1362-1017,34783134
1362-1017,34766423
1362-1017,34699685
1362-1017,34665511
1362-1017,34585485
1362-1017,34580949
1362-1017,34545671
1362-1017,34533264
1362-1017,34532925
1362-1017,34505332
1362-1017,34463007
1362-1017,34425024
1362-1017,34418247
1362-1017,34323346
1362-1017,34323345
1362-1017,34323344
1362-1017,34261191
1362-1017,34216412
1362-1017,33655626
1362-1017,32969127
1362-1017,32602249
1526-9523,37496377
1526-9523,37486773
1526-9523,37486606
1526-9523,37486602
1526-9523,37485812
1526-9523,37485786
1526-9523,37485766
1526-9523,37394902
1526-9523,37394901
1526-9523,37387684
1526-9523,37366627
1526-9523,37358392
1526-9523,37358371
1526-9523,37354043
1526-9523,37354040
1526-9523,37335817
1526-9523,37310700
1526-9523,37310699
1526-9523,37300322
1526-9523,37294101
1526-9523,37289005
1526-9523,37288834
1526-9523,37288822
1526-9523,37288762
1526-9523,37283414
1526-9523,37283369
1526-9523,37283280
1526-9523,37255220
1526-9523,37255079
1526-9523,37255033
1526-9523,37254462
1526-9523,37254461
1526-9523,37254457
1526-9523,37221977
1526-9523,37221942
1526-9523,37218676
1526-9523,37218427
1526-9523,37212532
1526-9523,37202902
1526-9523,37199318
1526-9523,37158479
1526-9523,37114664
1526-9523,37114662
1526-9523,37114625
1526-9523,37092842
1526-9523,37073545
1526-9523,37073543
1526-9523,37066597
1526-9523,37057730
1526-9523,37042448
1526-9523,37039553
1526-9523,37039552
1526-9523,37039551
1526-9523,37026569
1526-9523,37026567
1526-9523,37025066
1526-9523,37017331
1526-9523,37010188
1526-9523,36965181
1526-9523,36938758
1526-9523,36912269
1526-9523,36905175
1526-9523,36899472
1526-9523,36859814
1526-9523,36855030
1526-9523,36811227
1526-9523,36789484
1526-9523,36754858
1526-9523,36754857
1526-9523,36754856
1526-9523,36754855
1526-9523,36754854
1526-9523,36734375
1526-9523,36683203
1526-9523,36658770
1526-9523,36655813
1526-9523,36655748
1526-9523,36637112
1526-9523,36617738
1526-9523,36606662
1526-9523,36606661
1526-9523,36565235
1526-9523,36565224
1526-9523,36565212
1526-9523,36533775
1526-9523,36533637
1526-9523,36527403
1526-9523,36527402
1526-9523,36527401
1526-9523,36527400
1526-9523,36527399
1526-9523,36527398
1526-9523,36527397
1526-9523,36527395
1526-9523,36527394
1526-9523,36504479
1526-9523,36480673
1526-9523,36480672
1526-9523,36480671
1526-9523,36480670
1526-9523,36480669
1526-9523,36480668
1526-9523,36480667
1526-9523,36480666
1526-9523,36480665
1526-9523,36480664
1526-9523,36480663
1526-9523,36480662
1526-9523,36480661
1526-9523,36480161
1526-9523,36480019
1526-9523,36471539
1526-9523,36471490
1526-9523,36448667
1526-9523,36448665
1526-9523,36433815
1526-9523,36433698
1526-9523,36433687
1526-9523,36426893
1526-9523,36426881
1526-9523,36383473
1526-9523,36370053
1526-9523,36322615
1526-9523,36269042
1526-9523,36269037
1526-9523,36269023
1526-9523,36117403
1526-9523,36083856
1526-9523,35246926
1526-9523,35246916
1526-9523,35188343
1876-1399,37360663
1876-1399,37101654
1876-1399,36743129
1876-1399,36317065
1876-1399,36168405
1876-1399,36032356
1876-1399,35308178
0363-3624,37467148
0363-3624,37442123
0363-3624,37442122
0363-3624,37442120
0363-3624,37442117
0363-3624,37348141
0363-3624,37348140
0363-3624,37348139
0363-3624,37348138
0363-3624,37348135
0363-3624,37348077
0363-3624,37348073
0363-3624,37290123
0363-3624,37276528
0363-3624,37276507
0363-3624,37276506
0363-3624,37276505
0363-3624,37276504
0363-3624,37276500
0363-3624,37276494
0363-3624,37276493
0363-3624,37229722
0363-3624,37229717
0363-3624,37229702
0363-3624,37229701
0363-3624,37229700
0363-3624,37229699
0363-3624,37229697
0363-3624,37229696
0363-3624,37163861
0363-3624,37163860
0363-3624,37163773
0363-3624,37163771
0363-3624,37163769
0363-3624,37163768
0363-3624,37163767
0363-3624,37163755
0363-3624,37133231
0363-3624,37133226
0363-3624,37130360
0363-3624,37130359
0363-3624,37130358
0363-3624,37130357
0363-3624,37130213
0363-3624,37130212
0363-3624,37130211
0363-3624,37130200
0363-3624,37130198
0363-3624,37130197
0363-3624,37129974
0363-3624,37129973
0363-3624,37129964
0363-3624,37129955
0363-3624,37104055
0363-3624,37104054
0363-3624,37104051
0363-3624,37104050
0363-3624,37104049
0363-3624,37074957
0363-3624,37058416
0363-3624,37058413
0363-3624,37058412
0363-3624,37043716
0363-3624,37043297
0363-3624,37043293
0363-3624,37043292
0363-3624,37043291
0363-3624,37043289
0363-3624,37043282
0363-3624,37043278
0363-3624,37043265
0363-3624,37011640
0363-3624,37011636
0363-3624,37011594
0363-3624,37010319
0363-3624,37000918
0363-3624,37000916
0363-3624,37000905
0363-3624,37000901
0363-3624,37000866
0363-3624,37000858
0363-3624,37000842
0363-3624,36916984
0363-3624,36881485
0363-3624,36881476
0363-3624,36881473
0363-3624,36881470
0363-3624,36881469
0363-3624,36877994
0363-3624,36877991
0363-3624,36877986
0363-3624,36877984
0363-3624,36877983
0363-3624,36877982
0363-3624,36877981
0363-3624,36857770
0363-3624,36857602
0363-3624,36857598
0363-3624,36857593
0363-3624,36857572
0363-3624,36822169
0363-3624,36822155
0363-3624,36809289
0363-3624,36809288
0363-3624,36809287
0363-3624,36808106
0363-3624,36807285
0363-3624,36806307
0363-3624,36752621
0363-3624,36749967
0363-3624,36749966
0363-3624,36749964
0363-3624,36749963
0363-3624,36749961
0363-3624,36749960
0363-3624,36749954
0363-3624,36749953
0363-3624,36731092
0363-3624,36730983
0363-3624,36730976
0363-3624,36730903
0363-3624,36730684
0363-3624,36730668
0363-3624,36730649
0363-3624,36730644
0363-3624,36730639
0363-3624,36730633
0363-3624,36730632
0363-3624,36730625
0363-3624,36730622
0363-3624,36730604
0363-3624,36730039
0363-3624,36730031
0363-3624,36729930
0363-3624,36729878
0363-3624,36729872
0363-3624,36729868
0363-3624,36729866
0363-3624,36729853
0363-3624,36729675
0363-3624,36729671
0363-3624,36729661
0363-3624,36729047
0363-3624,36728635
0363-3624,36728606
0363-3624,36728587
0363-3624,36728512
0363-3624,36728499
0363-3624,36728482
0363-3624,36728481
0363-3624,36728108
0363-3624,36728100
0363-3624,36728083
0363-3624,36728079
0363-3624,36728015
0363-3624,36727986
0363-3624,36727980
0363-3624,36661405
0363-3624,36638537
0363-3624,36574730
0363-3624,36538669
0363-3624,36481726
0363-3624,36477353
0363-3624,36477352
0363-3624,36477351
0363-3624,36477350
0363-3624,36450277
0363-3624,36450273
0363-3624,36450272
0363-3624,36409622
0363-3624,36383074
0363-3624,36383073
0363-3624,36332228
0363-3624,36332204
0363-3624,36305665
0363-3624,36287082
0363-3624,36223265
0363-3624,36223262
0363-3624,36223258
0363-3624,36223256
0363-3624,36223255
0363-3624,36223212
0363-3624,36137292
0363-3624,36137291
0363-3624,36137289
0363-3624,36137288
0363-3624,36137287
0363-3624,36137285
0363-3624,36137282
0363-3624,36137235
0363-3624,36137234
0363-3624,36137232
0363-3624,36137214
0363-3624,36126172
0363-3624,36126162
0363-3624,36112926
0363-3624,36108298
0363-3624,36108297
0363-3624,36108296
0363-3624,36108295
0363-3624,36108294
0363-3624,36108293
0363-3624,36108292
0363-3624,36066581
0363-3624,36066580
0363-3624,36066558
0363-3624,36027602
0363-3624,35977345
0363-3624,35926150
0363-3624,35926138
0363-3624,35926133
0363-3624,35926132
0363-3624,35926130
0363-3624,35926129
0363-3624,35926107
0363-3624,35900936
0363-3624,35881988
0363-3624,35881976
0363-3624,35881971
0363-3624,35858097
0363-3624,35857881
0363-3624,35857862
0363-3624,35852966
0363-3624,35852963
0363-3624,35852961
0363-3624,35852954
0363-3624,35816201
0363-3624,35816199
0363-3624,35816186
0363-3624,35763800
0363-3624,35763799
0363-3624,35763794
0363-3624,35763787
0363-3624,35763780
0363-3624,35763778
0363-3624,35763776
0363-3624,35667082
0363-3624,35667048
0363-3624,35667045
0363-3624,35667040
0363-3624,35667037
0363-3624,35667036
0363-3624,35667032
0363-3624,35667023
0363-3624,35667018
0363-3624,35667017
0363-3624,35667015
0363-3624,35667007
0363-3624,35503571
0363-3624,35503570
0363-3624,35503469
0363-3624,35503110
0363-3624,35503108
0363-3624,35503107
0363-3624,35503104
0363-3624,35404872
0363-3624,35148301
0363-3624,33958559
0363-3624,32404807
0162-220X,37523733
0162-220X,37523732
0162-220X,37449715
0162-220X,37449709
0162-220X,37430424
0162-220X,37430423
0162-220X,37430422
0162-220X,37430415
0162-220X,37430410
0162-220X,37428476
0162-220X,37410582
0162-220X,37410581
0162-220X,37406225
0162-220X,37406216
0162-220X,37357347
0162-220X,37272743
0162-220X,37272742
0162-220X,37272739
0162-220X,37232534
0162-220X,37232532
0162-220X,37232529
0162-220X,37232526
0162-220X,37232525
0162-220X,37158678
0162-220X,37158677
0162-220X,37088901
0162-220X,37088898
0162-220X,37088897
0162-220X,37088890
0162-220X,37074166
0162-220X,37058603
0162-220X,37058598
0162-220X,37043420
0162-220X,37026981
0162-220X,37026978
0162-220X,37026977
0162-220X,37026969
0162-220X,36962001
0162-220X,36944157
0162-220X,36927704
0162-220X,36927698
0162-220X,36920171
0162-220X,36907952
0162-220X,36907924
0162-220X,36907899
0162-220X,36888914
0162-220X,36881652
0162-220X,36881651
0162-220X,36881649
0162-220X,36881644
0162-220X,36881642
0162-220X,36881641
0162-220X,36867027
0162-220X,36867017
0162-220X,36867016
0162-220X,36867010
0162-220X,36867009
0162-220X,36840979
0162-220X,36840978
0162-220X,36795771
0162-220X,36795770
0162-220X,36737859
0162-220X,36737858
0162-220X,36729801
0162-220X,36729799
0162-220X,36729792
0162-220X,36728442
0162-220X,36728373
0162-220X,36728181
0162-220X,36728173
0162-220X,36728172
0162-220X,36728167
0162-220X,36728162
0162-220X,36728147
0162-220X,36728137
0162-220X,36728059
0162-220X,36727897
0162-220X,36727889
0162-220X,36727875
0162-220X,36716034
0162-220X,36696534
0162-220X,36693237
0162-220X,36693220
0162-220X,36648326
0162-220X,36624566
0162-220X,36584234
0162-220X,36542115
0162-220X,36542098
0162-220X,36480339
0162-220X,36480311
0162-220X,36480307
0162-220X,36480304
0162-220X,36480303
0162-220X,36480292
0162-220X,36480291
0162-220X,36480282
0162-220X,36480276
0162-220X,36461932
0162-220X,36449988
0162-220X,36449987
0162-220X,36322694
0162-220X,36265071
0162-220X,36265070
