ISSN,PMID,DOI
0965-206X,36513539,10.1016/j.jtv.2022.12.001
0965-206X,36470779,10.1016/j.jtv.2022.11.005
0965-206X,36464578,10.1016/j.jtv.2022.11.004
0965-206X,36462962,10.1016/j.jtv.2022.11.002
0965-206X,36376189,10.1016/j.jtv.2022.10.007
0965-206X,36371244,10.1016/j.jtv.2022.10.004
0965-206X,36369143,10.1016/j.jtv.2022.11.001
0965-206X,36351868,10.1016/j.jtv.2022.10.003
0965-206X,36344337,10.1016/j.jtv.2022.10.006
0965-206X,36289040,10.1016/j.jtv.2022.10.002
0965-206X,36272951,10.1016/j.jtv.2022.09.009
0965-206X,36253308,10.1016/j.jtv.2022.10.001
0965-206X,36195529,10.1016/j.jtv.2022.09.004
0965-206X,36195528,10.1016/j.jtv.2022.09.008
0965-206X,36192303,10.1016/j.jtv.2022.09.007
0965-206X,36192302,10.1016/j.jtv.2022.09.006
0965-206X,36184465,10.1016/j.jtv.2022.09.002
0965-206X,36180377,10.1016/j.jtv.2022.09.003
0965-206X,36175255,10.1016/j.jtv.2022.09.005
0965-206X,36153203,10.1016/j.jtv.2022.09.001
0965-206X,36127215,10.1016/j.jtv.2022.08.003
0965-206X,36115793,10.1016/j.jtv.2022.08.001
0965-206X,36109261,10.1016/j.jtv.2022.08.006
0965-206X,36096956,10.1016/j.jtv.2022.08.008
0965-206X,36085122,10.1016/j.jtv.2022.08.007
0965-206X,36068126,10.1016/j.jtv.2022.07.015
0965-206X,36064697,10.1016/j.jtv.2022.08.005
0965-206X,36041891,10.1016/j.jtv.2022.08.004
0965-206X,36028386,10.1016/j.jtv.2022.08.002
0965-206X,36028385,10.1016/j.jtv.2022.07.012
0965-206X,35981908,10.1016/j.jtv.2022.07.001
0965-206X,35973923,10.1016/j.jtv.2022.07.013
0965-206X,35965210,10.1016/j.jtv.2022.07.009
0965-206X,35961875,10.1016/j.jtv.2022.07.014
0965-206X,35961874,10.1016/j.jtv.2022.07.011
0965-206X,35961873,10.1016/j.jtv.2022.07.017
0965-206X,35953423,10.1016/j.jtv.2022.07.016
0965-206X,35941057,10.1016/j.jtv.2022.07.010
0965-206X,35934637,10.1016/j.jtv.2022.07.008
0965-206X,35931619,10.1016/j.jtv.2022.07.004
0965-206X,35870995,10.1016/j.jtv.2022.07.007
0965-206X,35868969,10.1016/j.jtv.2022.07.002
0965-206X,35868968,10.1016/j.jtv.2022.07.005
0965-206X,35853797,10.1016/j.jtv.2022.07.003
0965-206X,35853796,10.1016/j.jtv.2022.07.006
0965-206X,35810110,10.1016/j.jtv.2022.06.006
0965-206X,35791992,10.1016/j.jtv.2022.06.007
1871-5192,37524616,10.1016/j.wombi.2023.07.129
1871-5192,37468374,10.1016/j.wombi.2023.07.001
1871-5192,37438233,10.1016/j.wombi.2023.06.005
1871-5192,37423802,10.1016/j.wombi.2023.06.007
1871-5192,37422367,10.1016/j.wombi.2023.06.008
1871-5192,37407296,10.1016/j.wombi.2023.05.006
1871-5192,37380597,10.1016/j.wombi.2023.06.004
1871-5192,37365096,10.1016/j.wombi.2023.06.006
1871-5192,37336679,10.1016/j.wombi.2023.06.003
1871-5192,37316400,10.1016/j.wombi.2023.05.009
1871-5192,37308355,10.1016/j.wombi.2023.05.011
1871-5192,37308354,10.1016/j.wombi.2023.06.002
1871-5192,37308353,10.1016/j.wombi.2023.06.001
1871-5192,37302902,10.1016/j.wombi.2023.05.010
1871-5192,37277260,10.1016/j.wombi.2023.05.007
1871-5192,37263877,10.1016/j.wombi.2023.05.008
1871-5192,37246055,10.1016/j.wombi.2023.05.005
1871-5192,37246054,10.1016/j.wombi.2023.05.004
1871-5192,37183137,10.1016/j.wombi.2023.05.003
1871-5192,37183136,10.1016/j.wombi.2023.05.001
1871-5192,37179243,10.1016/j.wombi.2023.05.002
1871-5192,37164777,10.1016/j.wombi.2023.04.005
1871-5192,37149496,10.1016/j.wombi.2023.04.002
1871-5192,37149495,10.1016/j.wombi.2023.04.004
1871-5192,37142498,10.1016/j.wombi.2023.04.006
1871-5192,37117124,10.1016/j.wombi.2023.04.003
1871-5192,37062619,10.1016/j.wombi.2023.04.001
1871-5192,37059644,10.1016/j.wombi.2023.03.009
1871-5192,37037696,10.1016/j.wombi.2023.03.010
1871-5192,37030985,10.1016/j.wombi.2023.03.008
1871-5192,37024379,10.1016/j.wombi.2023.03.007
1871-5192,37024378,10.1016/j.wombi.2023.03.006
1871-5192,36948913,10.1016/j.wombi.2023.03.002
1871-5192,36935270,10.1016/j.wombi.2023.02.009
1871-5192,36925403,10.1016/j.wombi.2023.03.005
1871-5192,36925402,10.1016/j.wombi.2023.03.004
1871-5192,36906450,10.1016/j.wombi.2023.02.008
1871-5192,36894484,10.1016/j.wombi.2023.03.003
1871-5192,36878762,10.1016/j.wombi.2023.03.001
1871-5192,36868989,10.1016/j.wombi.2023.02.007
1871-5192,36858915,10.1016/j.wombi.2023.02.006
1871-5192,36822961,10.1016/j.wombi.2023.02.002
1871-5192,36804868,10.1016/j.wombi.2023.02.004
1871-5192,36804152,10.1016/j.wombi.2023.02.003
1871-5192,36804119,10.1016/j.wombi.2023.02.005
1871-5192,36774286,10.1016/j.wombi.2023.01.006
1871-5192,36774285,10.1016/j.wombi.2023.02.001
1871-5192,36754668,10.1016/j.wombi.2022.12.003
1871-5192,36740477,10.1016/j.wombi.2023.01.005
1871-5192,36697285,10.1016/j.wombi.2023.01.001
1871-5192,36682951,10.1016/j.wombi.2023.01.004
1871-5192,36682950,10.1016/j.wombi.2023.01.003
1871-5192,36669903,10.1016/j.wombi.2023.01.002
1871-5192,36642558,10.1016/j.wombi.2022.12.007
1871-5192,36631386,10.1016/j.wombi.2022.12.001
1871-5192,36604197,10.1016/j.wombi.2022.12.005
1871-5192,36599783,10.1016/j.wombi.2022.12.009
1871-5192,36588046,10.1016/j.wombi.2022.12.008
1871-5192,36577648,10.1016/j.wombi.2022.12.006
1871-5192,36572593,10.1016/j.wombi.2022.12.004
1871-5192,36526542,10.1016/j.wombi.2022.12.002
1871-5192,36513567,10.1016/j.wombi.2022.11.013
1871-5192,36494305,10.1016/j.wombi.2022.11.014
1871-5192,36473798,10.1016/j.wombi.2022.11.012
1871-5192,36473797,10.1016/j.wombi.2022.11.010
1871-5192,36464597,10.1016/j.wombi.2022.11.008
1871-5192,36460560,10.1016/j.wombi.2022.11.005
1871-5192,36456446,10.1016/j.wombi.2022.11.011
1871-5192,36446715,10.1016/j.wombi.2022.11.009
1871-5192,36443218,10.1016/j.wombi.2022.11.003
1871-5192,36443217,10.1016/j.wombi.2022.11.006
1871-5192,36437150,10.1016/j.wombi.2022.11.007
1871-5192,36414496,10.1016/j.wombi.2022.11.004
1871-5192,36396564,10.1016/j.wombi.2022.11.001
1871-5192,36376224,10.1016/j.wombi.2022.11.002
1871-5192,36344389,10.1016/j.wombi.2022.10.004
1871-5192,36336569,10.1016/j.wombi.2022.10.005
1871-5192,36266178,10.1016/j.wombi.2022.10.003
1871-5192,36253282,10.1016/j.wombi.2022.10.002
1871-5192,36229349,10.1016/j.wombi.2022.09.010
1871-5192,36216723,10.1016/j.wombi.2022.10.001
1871-5192,36208992,10.1016/j.wombi.2022.09.009
1871-5192,36184532,10.1016/j.wombi.2022.09.007
1871-5192,36175297,10.1016/j.wombi.2022.09.008
1871-5192,36154793,10.1016/j.wombi.2022.09.003
1871-5192,36154792,10.1016/j.wombi.2022.09.006
1871-5192,36137931,10.1016/j.wombi.2022.09.001
1871-5192,36127283,10.1016/j.wombi.2022.09.005
1871-5192,36127282,10.1016/j.wombi.2022.09.004
1871-5192,36109291,10.1016/j.wombi.2022.09.002
1871-5192,36089498,10.1016/j.wombi.2022.08.007
1871-5192,36050269,10.1016/j.wombi.2022.08.005
1871-5192,36038477,10.1016/j.wombi.2022.08.006
1871-5192,35987732,10.1016/j.wombi.2022.08.003
1871-5192,35973917,10.1016/j.wombi.2022.08.004
1871-5192,35963836,10.1016/j.wombi.2022.08.001
1871-5192,35941059,10.1016/j.wombi.2022.06.009
1871-5192,35941058,10.1016/j.wombi.2022.08.002
1871-5192,35934615,10.1016/j.wombi.2022.07.174
1871-5192,35927213,10.1016/j.wombi.2022.07.173
1871-5192,35927212,10.1016/j.wombi.2022.07.170
1871-5192,35927211,10.1016/j.wombi.2022.07.171
1871-5192,35922250,10.1016/j.wombi.2022.07.169
1871-5192,35918279,10.1016/j.wombi.2022.07.172
1871-5192,35902344,10.1016/j.wombi.2022.06.013
1871-5192,35869010,10.1016/j.wombi.2022.06.014
1871-5192,35869009,10.1016/j.wombi.2022.07.001
1871-5192,35840537,10.1016/j.wombi.2022.06.012
1871-5192,35803869,10.1016/j.wombi.2022.06.001
1871-5192,35798661,10.1016/j.wombi.2022.06.005
1871-5192,35792035,10.1016/j.wombi.2022.06.011
1871-5192,35778334,10.1016/j.wombi.2022.06.006
1871-5192,35764492,10.1016/j.wombi.2022.06.008
1871-5192,35753996,10.1016/j.wombi.2022.06.004
1871-5192,35750578,10.1016/j.wombi.2022.06.002
1871-5192,35739017,10.1016/j.wombi.2022.06.007
1871-5192,35717372,10.1016/j.wombi.2022.06.003
1871-5192,35697608,10.1016/j.wombi.2022.05.007
1871-5192,35641395,10.1016/j.wombi.2022.05.006
1871-5192,35610171,10.1016/j.wombi.2022.05.004
1871-5192,35610170,10.1016/j.wombi.2022.05.002
1871-5192,35577678,10.1016/j.wombi.2022.04.001
1871-5192,35568665,10.1016/j.wombi.2022.05.003
1871-5192,35550121,10.1016/j.wombi.2022.05.001
1871-5192,35527196,10.1016/j.wombi.2022.04.012
1871-5192,35523705,10.1016/j.wombi.2022.04.015
1871-5192,35514007,10.1016/j.wombi.2022.04.013
1871-5192,35504815,10.1016/j.wombi.2022.04.014
1871-5192,35491383,10.1016/j.wombi.2022.04.009
1871-5192,35490090,10.1016/j.wombi.2022.04.011
1871-5192,35487864,10.1016/j.wombi.2022.04.007
1871-5192,35461800,10.1016/j.wombi.2022.04.010
1871-5192,35450797,10.1016/j.wombi.2022.04.002
1871-5192,35440427,10.1016/j.wombi.2022.04.006
1871-5192,35431173,10.1016/j.wombi.2022.04.008
1871-5192,35430187,10.1016/j.wombi.2022.03.009
1871-5192,35430186,10.1016/j.wombi.2022.04.003
1871-5192,35422406,10.1016/j.wombi.2022.03.010
1871-5192,35410849,10.1016/j.wombi.2022.03.011
1871-5192,35410848,10.1016/j.wombi.2022.03.006
1871-5192,35400605,10.1016/j.wombi.2022.04.004
1871-5192,35339413,10.1016/j.wombi.2022.03.008
1871-5192,35339412,10.1016/j.wombi.2022.03.007
1871-5192,35339411,10.1016/j.wombi.2022.03.004
1871-5192,35337789,10.1016/j.wombi.2022.03.005
1871-5192,35331668,10.1016/j.wombi.2022.03.001
1871-5192,35307300,10.1016/j.wombi.2022.03.003
1871-5192,35305917,10.1016/j.wombi.2022.02.012
1871-5192,35288036,10.1016/j.wombi.2022.02.011
1871-5192,35277369,10.1016/j.wombi.2022.02.009
1871-5192,35248498,10.1016/j.wombi.2022.02.010
1871-5192,35216938,10.1016/j.wombi.2022.02.008
1871-5192,35197224,10.1016/j.wombi.2022.01.002
1871-5192,35190295,10.1016/j.wombi.2022.02.007
1871-5192,35183474,10.1016/j.wombi.2022.02.005
1871-5192,35181239,10.1016/j.wombi.2022.02.006
1871-5192,35181238,10.1016/j.wombi.2022.02.003
1871-5192,35165046,10.1016/j.wombi.2022.02.001
1871-5192,35165045,10.1016/j.wombi.2022.02.004
1871-5192,35153152,10.1016/j.wombi.2022.02.002
1871-5192,35123922,10.1016/j.wombi.2022.01.007
1871-5192,35115246,10.1016/j.wombi.2022.01.010
1871-5192,35115245,10.1016/j.wombi.2022.01.009
1871-5192,35090856,10.1016/j.wombi.2022.01.008
1871-5192,35078743,10.1016/j.wombi.2022.01.003
1871-5192,35078742,10.1016/j.wombi.2022.01.004
1871-5192,35074303,10.1016/j.wombi.2022.01.006
1871-5192,35067458,10.1016/j.wombi.2022.01.005
1871-5192,35058191,10.1016/j.wombi.2021.12.007
1871-5192,35012885,10.1016/j.wombi.2022.01.001
1871-5192,34996727,10.1016/j.wombi.2021.12.006
1871-5192,34972660,10.1016/j.wombi.2021.12.008
1871-5192,34969637,10.1016/j.wombi.2021.12.009
0969-7330,37522482,10.1177/09697330231166085
0969-7330,37496291,10.1177/09697330231166086
0969-7330,37493023,10.1177/09697330231183075
0969-7330,37459590,10.1177/09697330231177419
0969-7330,37428123,10.1177/09697330231180753
0969-7330,37420337,10.1177/09697330231180749
0969-7330,37415349,10.1177/09697330231177421
0969-7330,37403622,10.1177/09697330231183080
0969-7330,37357944,10.1177/09697330231177418
0969-7330,37326119,10.1177/09697330231174529
0969-7330,37308448,10.1177/09697330231164761
0969-7330,37306294,10.1177/09697330221149094
0969-7330,37294658,10.1177/09697330231174532
0969-7330,37279518,10.1177/09697330231166071
0969-7330,37260020,10.1177/09697330231172282
0969-7330,37257852,10.1177/09697330231177420
0969-7330,37257094,10.1177/09697330221147895
0969-7330,37247413,10.1177/09697330231161687
0969-7330,37247410,10.1177/09697330231161681
0969-7330,37246774,10.1177/09697330231164762
0969-7330,37243604,10.1177/09697330231161692
0969-7330,37231593,10.1177/09697330231151352
0969-7330,37230743,10.1177/09697330231153685
0969-7330,37226471,10.1177/09697330231153915
0969-7330,37200623,10.1177/09697330231171709
0969-7330,37195896,10.1177/09697330231169930
0969-7330,37192753,10.1177/09697330231176032
0969-7330,37192663,10.1177/09697330231174540
0969-7330,37183300,10.1177/09697330231151353
0969-7330,37170403,10.1177/09697330231170927
0969-7330,37167964,10.1177/09697330231161685
0969-7330,37163482,10.1177/09697330231167542
0969-7330,37161665,10.1177/09697330231169935
0969-7330,37159933,10.1177/09697330231169931
0969-7330,37141428,10.1177/09697330231160006
0969-7330,37057588,10.1177/09697330221146237
0969-7330,37026403,10.1177/09697330221149102
0969-7330,36999769,10.1177/09697330221146241
0969-7330,36989456,10.1177/09697330221146227
0969-7330,36988002,10.1177/09697330221142079
0969-7330,36975048,10.1177/09697330231151349
0969-7330,36974633,10.1177/09697330231155602
0969-7330,36971185,10.1177/09697330221143150
0969-7330,36935448,10.1177/09697330231160008
0969-7330,36927231,10.1177/09697330221146224
0969-7330,36921625,10.1177/09697330231158732
0969-7330,36920799,10.1177/09697330231160007
0969-7330,36919260,10.1177/09697330221140513
0969-7330,36914587,10.1177/09697330231161896
0969-7330,36888729,10.1177/09697330221146250
0969-7330,36877536,10.1177/09697330231153916
0969-7330,36843366,10.1177/09697330221140481
0969-7330,36841931,10.1177/09697330221081953
0969-7330,36829119,10.1177/09697330231153683
0969-7330,36740594,10.1177/09697330221135711
0969-7330,36740593,10.1177/09697330221135937
0969-7330,36735277,10.1177/09697330221140489
0969-7330,36730007,10.1177/09697330231153684
0969-7330,36724457,10.1177/09697330221136630
0969-7330,36715421,10.1177/09697330221140493
0969-7330,36708361,10.1177/09697330221134983
0969-7330,36705633,10.1177/09697330221114339
0969-7330,36704986,10.1177/09697330221135212
0969-7330,36688269,10.1177/09697330221134948
0969-7330,36594365,10.1177/09697330221143149
0969-7330,36594363,10.1177/09697330221136631
0969-7330,36550749,10.1177/09697330221122903
0969-7330,36545935,10.1177/09697330221140519
0969-7330,36545793,10.1177/09697330221140512
0969-7330,36536511,10.1177/09697330221122905
0969-7330,36476080,10.1177/09697330221130608
0969-7330,36376252,10.1177/09697330221134309
0969-7330,36376251,10.1177/09697330221140441
0969-7330,36318470,10.1177/09697330221133521
0969-7330,36316227,10.1177/09697330221130607
0969-7330,36314501,10.1177/09697330221128902
0969-7330,36314258,10.1177/09697330221130599
0969-7330,36314069,10.1177/09697330221134978
0969-7330,36287031,10.1177/09697330221128905
0969-7330,36286509,10.1177/09697330221128904
0969-7330,36282515,10.1177/09697330221130594
0969-7330,36278419,10.1177/09697330221113060
0969-7330,36266990,10.1177/09697330221111447
0969-7330,36260872,10.1177/09697330221114329
0969-7330,36259494,10.1177/09697330221114328
0969-7330,36250534,10.1177/09697330221105631
0969-7330,36241186,10.1177/09697330221122965
0969-7330,36207762,10.1177/09697330221128903
0969-7330,36206197,10.1177/09697330221122902
0969-7330,36201553,10.1177/09697330221122904
0969-7330,36200369,10.1177/09697330221122901
0969-7330,36036774,10.1177/09697330221117261
0969-7330,35801831,10.1177/09697330211041739
0969-7330,35801828,10.1177/09697330221105635
0969-7330,35801307,10.1177/09697330221109945
0969-7330,35798543,10.1177/09697330221111446
0969-7330,35786045,10.1177/09697330221109940
0969-7330,35773019,10.1177/09697330221109943
0969-7330,35763377,10.1177/09697330221109942
0969-7330,35759685,10.1177/09697330221109937
0969-7330,35758866,10.1177/09697330221109941
0969-7330,35734979,10.1177/09697330221090597
0969-7330,35730540,10.1177/09697330221096777
0969-7330,35730358,10.1177/09697330221090613
0969-7330,35726836,10.1177/09697330221089093
0969-7330,35724326,10.1177/09697330221092336
0969-7330,35723264,10.1177/09697330221089083
0969-7330,35622018,10.1177/09697330221074014
0969-7330,35620832,10.1177/09697330211020434
0969-7330,35575202,10.1177/09697330221085771
0969-7330,35546315,10.1177/09697330221085776
0029-6554,37524000,10.1016/j.outlook.2023.102018
0029-6554,37494843,10.1016/j.outlook.2023.102025
0029-6554,37487769,10.1016/j.outlook.2023.102017
0029-6554,37487421,10.1016/j.outlook.2023.102024
0029-6554,37481350,10.1016/j.outlook.2023.101998
0029-6554,37481349,10.1016/j.outlook.2023.101999
0029-6554,37481348,10.1016/j.outlook.2023.102002
0029-6554,37480602,10.1016/j.outlook.2023.102022
0029-6554,37480601,10.1016/j.outlook.2023.102019
0029-6554,37479636,10.1016/j.outlook.2023.102003
0029-6554,37467652,10.1016/j.outlook.2023.102000
0029-6554,37454624,10.1016/j.outlook.2023.101997
0029-6554,37429154,10.1016/j.outlook.2023.102004
0029-6554,37423687,10.1016/j.outlook.2023.102006
0029-6554,37423686,10.1016/j.outlook.2023.102005
0029-6554,37423685,10.1016/j.outlook.2023.102007
0029-6554,37421939,10.1016/j.outlook.2023.102001
0029-6554,37365080,10.1016/j.outlook.2023.101993
0029-6554,37349232,10.1016/j.outlook.2023.101996
0029-6554,37343483,10.1016/j.outlook.2023.101995
0029-6554,37336170,10.1016/j.outlook.2023.101994
0029-6554,37329590,10.1016/j.outlook.2023.101988
0029-6554,37302261,10.1016/j.outlook.2023.101991
0029-6554,37302260,10.1016/j.outlook.2023.101989
0029-6554,37302259,10.1016/j.outlook.2023.101992
0029-6554,37302258,10.1016/j.outlook.2023.101990
0029-6554,37300980,10.1016/j.outlook.2023.101987
0029-6554,37207516,10.1016/j.outlook.2023.101983
0029-6554,37173158,10.1016/j.outlook.2023.101986
0029-6554,37156190,10.1016/j.outlook.2023.101985
0029-6554,37126868,10.1016/j.outlook.2023.101984
0029-6554,37104889,10.1016/j.outlook.2023.101970
0029-6554,37100483,10.1016/j.outlook.2023.101972
0029-6554,37100482,10.1016/j.outlook.2023.101971
0029-6554,37076325,10.1016/j.outlook.2023.101980
0029-6554,37054498,10.1016/j.outlook.2023.101966
0029-6554,37043973,10.1016/j.outlook.2023.101981
0029-6554,37023671,10.1016/j.outlook.2023.101969
0029-6554,37023670,10.1016/j.outlook.2023.101965
0029-6554,37018965,10.1016/j.outlook.2023.101948
0029-6554,37004352,10.1016/j.outlook.2023.101960
0029-6554,37003090,10.1016/j.outlook.2023.101964
0029-6554,37003089,10.1016/j.outlook.2023.101962
0029-6554,37003088,10.1016/j.outlook.2023.101963
0029-6554,36989569,10.1016/j.outlook.2023.101961
0029-6554,36966674,10.1016/j.outlook.2023.101947
0029-6554,36965357,10.1016/j.outlook.2023.101937
0029-6554,36963372,10.1016/j.outlook.2023.101958
0029-6554,36958117,10.1016/j.outlook.2023.101949
0029-6554,36947975,10.1016/j.outlook.2023.101959
0029-6554,36947974,10.1016/j.outlook.2023.101951
0029-6554,36924597,10.1016/j.outlook.2023.101950
0029-6554,36842839,10.1016/j.outlook.2022.101909
0029-6554,36801609,10.1016/j.outlook.2023.101918
0029-6554,36801608,10.1016/j.outlook.2023.101919
0029-6554,36736029,10.1016/j.outlook.2023.101917
0029-6554,36690529,10.1016/j.outlook.2022.101912
0029-6554,36690528,10.1016/j.outlook.2022.101913
0029-6554,36681563,10.1016/j.outlook.2022.101916
0029-6554,36681562,10.1016/j.outlook.2022.101910
0029-6554,36669933,10.1016/j.outlook.2022.101914
0029-6554,36669932,10.1016/j.outlook.2022.101911
0029-6554,36642640,10.1016/j.outlook.2022.11.006
0029-6554,36641315,10.1016/j.outlook.2022.10.005
0029-6554,36639254,10.1016/j.outlook.2022.101915
0029-6554,36631306,10.1016/j.outlook.2022.10.007
0029-6554,36623985,10.1016/j.outlook.2022.11.003
0029-6554,36623984,10.1016/j.outlook.2022.12.003
0029-6554,36621418,10.1016/j.outlook.2022.11.001
0029-6554,36621417,10.1016/j.outlook.2022.11.002
0029-6554,36599713,10.1016/j.outlook.2022.101908
0029-6554,36599712,10.1016/j.outlook.2022.12.002
0029-6554,36588045,10.1016/j.outlook.2022.11.008
0029-6554,36588044,10.1016/j.outlook.2022.10.001
0029-6554,36588043,10.1016/j.outlook.2022.10.002
0029-6554,36588042,10.1016/j.outlook.2022.12.001
0029-6554,36588041,10.1016/j.outlook.2022.10.004
0029-6554,36588040,10.1016/j.outlook.2022.07.012
0029-6554,36588039,10.1016/j.outlook.2022.11.007
0029-6554,36585064,10.1016/j.outlook.2022.09.002
0029-6554,36585063,10.1016/j.outlook.2022.08.010
0029-6554,36585062,10.1016/j.outlook.2022.08.008
0029-6554,36585061,10.1016/j.outlook.2022.08.005
0029-6554,36585060,10.1016/j.outlook.2022.08.007
0029-6554,36585059,10.1016/j.outlook.2022.08.004
0029-6554,36585058,10.1016/j.outlook.2022.08.009
0029-6554,36585057,10.1016/j.outlook.2022.08.003
0029-6554,36585056,10.1016/j.outlook.2022.07.010
0029-6554,36503698,10.1016/j.outlook.2022.11.005
0029-6554,36503697,10.1016/j.outlook.2022.11.004
0029-6554,36446543,10.1016/j.outlook.2022.05.009
0029-6554,36446542,10.1016/j.outlook.2022.04.004
0029-6554,36446541,10.1016/j.outlook.2022.05.010
0029-6554,36446540,10.1016/j.outlook.2022.05.012
0029-6554,36446539,10.1016/j.outlook.2022.03.013
0029-6554,36446538,10.1016/j.outlook.2022.03.010
0029-6554,36446537,10.1016/j.outlook.2022.02.007
0029-6554,36446536,10.1016/j.outlook.2022.05.013
0029-6554,36404158,10.1016/j.outlook.2022.10.003
0029-6554,36400579,10.1016/j.outlook.2022.07.013
0029-6554,36400578,10.1016/j.outlook.2022.07.014
0029-6554,36400577,10.1016/j.outlook.2022.09.001
0029-6554,36396504,10.1016/j.outlook.2022.09.004
0029-6554,36396503,10.1016/j.outlook.2022.09.003
0029-6554,36396502,10.1016/j.outlook.2022.08.006
0029-6554,36396501,10.1016/j.outlook.2022.07.007
0029-6554,36396500,10.1016/j.outlook.2022.07.011
0029-6554,36396499,10.1016/j.outlook.2022.08.002
0029-6554,36369108,10.1016/j.outlook.2022.10.006
0029-6554,36175179,10.1016/j.outlook.2022.07.001
0029-6554,36154775,10.1016/j.outlook.2022.07.003
0029-6554,36154773,10.1016/j.outlook.2022.07.002
0029-6554,36154772,10.1016/j.outlook.2022.06.007
0029-6554,36085060,10.1016/j.outlook.2022.07.009
0029-6554,35504756,10.1016/j.outlook.2022.02.013
0029-6554,35459534,10.1016/j.outlook.2022.02.006
1036-7314,37455212,10.1016/j.aucc.2023.06.007
1036-7314,37455211,10.1016/j.aucc.2023.06.005
1036-7314,37455210,10.1016/j.aucc.2023.06.004
1036-7314,37438182,10.1016/j.aucc.2023.05.007
1036-7314,37391287,10.1016/j.aucc.2023.05.003
1036-7314,37391286,10.1016/j.aucc.2023.05.006
1036-7314,37385895,10.1016/j.aucc.2023.05.004
1036-7314,37339922,10.1016/j.aucc.2023.05.002
1036-7314,37339921,10.1016/j.aucc.2023.04.007
1036-7314,37328221,10.1016/j.aucc.2023.05.005
